0.000000000000000000e+00	-2.339832112193107605e-02	-4.509903490543365479e-03	4.401885569095611572e-01	-1.361407995223999023e+00	-1.480545639991760254e+00	3.552699461579322815e-02	-1.301838364452123642e-02	3.561072647571563721e-01	-9.152432680130004883e-01	-1.562487125396728516e+00
1.000000000000000000e+00	-2.362103573977947235e-02	-4.530374892055988312e-03	4.415141642093658447e-01	-1.362667679786682129e+00	-1.481539487838745117e+00	3.557566553354263306e-02	-1.301821973174810410e-02	3.557690978050231934e-01	-9.153361916542053223e-01	-1.562111616134643555e+00
2.000000000000000000e+00	-2.386420220136642456e-02	-4.550846293568611145e-03	4.428717195987701416e-01	-1.363959431648254395e+00	-1.482533812522888184e+00	3.564478456974029541e-02	-1.302828174084424973e-02	3.554309606552124023e-01	-9.154291152954101562e-01	-1.561735749244689941e+00
3.000000000000000000e+00	-2.409714460372924805e-02	-4.571317695081233978e-03	4.442133009433746338e-01	-1.365219116210937500e+00	-1.483527898788452148e+00	3.570368140935897827e-02	-1.303834374994039536e-02	3.551087975502014160e-01	-9.155060648918151855e-01	-1.561359047889709473e+00
4.000000000000000000e+00	-2.433008514344692230e-02	-4.591788630932569504e-03	4.455548822879791260e-01	-1.366494894027709961e+00	-1.484521746635437012e+00	3.575234860181808472e-02	-1.304840669035911560e-02	3.547706604003906250e-01	-9.155990481376647949e-01	-1.560981631278991699e+00
5.000000000000000000e+00	-2.456302568316459656e-02	-4.602033644914627075e-03	4.469124376773834229e-01	-1.367754578590393066e+00	-1.485515713691711426e+00	3.581124544143676758e-02	-1.304824184626340866e-02	3.544324934482574463e-01	-9.156919121742248535e-01	-1.560603380203247070e+00
6.000000000000000000e+00	-2.479596808552742004e-02	-4.622505046427249908e-03	4.482699930667877197e-01	-1.369014382362365723e+00	-1.486509799957275391e+00	3.584969043731689453e-02	-1.305830385535955429e-02	3.540943562984466553e-01	-9.157369732856750488e-01	-1.560224533081054688e+00
7.000000000000000000e+00	-2.503913640975952148e-02	-4.653202835470438004e-03	4.496115744113922119e-01	-1.370258092880249023e+00	-1.487503528594970703e+00	3.590858355164527893e-02	-1.307859271764755249e-02	3.537562191486358643e-01	-9.158298969268798828e-01	-1.559845209121704102e+00
8.000000000000000000e+00	-2.526185102760791779e-02	-4.653220996260643005e-03	4.509691298007965088e-01	-1.371517896652221680e+00	-1.488496899604797363e+00	3.596748039126396179e-02	-1.307842880487442017e-02	3.534180819988250732e-01	-9.158908724784851074e-01	-1.559465289115905762e+00
9.000000000000000000e+00	-2.549479156732559204e-02	-4.683918785303831100e-03	4.523107111454010010e-01	-1.372761607170104980e+00	-1.489490628242492676e+00	3.602637350559234619e-02	-1.308849081397056580e-02	3.530799448490142822e-01	-9.159837961196899414e-01	-1.559084653854370117e+00
1.000000000000000000e+01	-2.572773210704326630e-02	-4.683937411755323410e-03	4.536842405796051025e-01	-1.374005436897277832e+00	-1.490483641624450684e+00	3.607504069805145264e-02	-1.310877967625856400e-02	3.527258038520812988e-01	-9.160447716712951660e-01	-1.558703422546386719e+00
1.100000000000000000e+01	-2.595044672489166260e-02	-4.714635200798511505e-03	4.550417959690093994e-01	-1.375249147415161133e+00	-1.491476774215698242e+00	3.612371161580085754e-02	-1.311884261667728424e-02	3.523876667022705078e-01	-9.161057472229003906e-01	-1.558321356773376465e+00
1.200000000000000000e+01	-2.618338726460933685e-02	-4.714653361588716507e-03	4.563993513584136963e-01	-1.376492857933044434e+00	-1.492469310760498047e+00	3.617237880825996399e-02	-1.312890462577342987e-02	3.520335555076599121e-01	-9.161667227745056152e-01	-1.557938933372497559e+00
1.300000000000000000e+01	-2.640610188245773315e-02	-4.745351150631904602e-03	4.577728807926177979e-01	-1.377688765525817871e+00	-1.493461728096008301e+00	3.621082380414009094e-02	-1.313896663486957550e-02	3.516794145107269287e-01	-9.162436723709106445e-01	-1.557555794715881348e+00
1.400000000000000000e+01	-2.663904428482055664e-02	-4.745369311422109604e-03	4.590984880924224854e-01	-1.378932476043701172e+00	-1.494453907012939453e+00	3.625949099659919739e-02	-1.314902864396572113e-02	3.513412773609161377e-01	-9.162886738777160645e-01	-1.557172060012817383e+00
1.500000000000000000e+01	-2.686175890266895294e-02	-4.765840712934732437e-03	4.604720175266265869e-01	-1.380144238471984863e+00	-1.495445489883422852e+00	3.630816191434860229e-02	-1.316931750625371933e-02	3.509871363639831543e-01	-9.163496494293212891e-01	-1.556787729263305664e+00
1.600000000000000000e+01	-2.707424759864807129e-02	-4.776085726916790009e-03	4.618295729160308838e-01	-1.381356120109558105e+00	-1.496436953544616699e+00	3.634660318493843079e-02	-1.317938044667243958e-02	3.506170511245727539e-01	-9.164106845855712891e-01	-1.556402444839477539e+00
1.700000000000000000e+01	-2.729696221649646759e-02	-4.776103887706995010e-03	4.632031023502349854e-01	-1.382583856582641602e+00	-1.497428178787231445e+00	3.640549629926681519e-02	-1.318944245576858521e-02	3.502789139747619629e-01	-9.164556264877319336e-01	-1.556016802787780762e+00
1.800000000000000000e+01	-2.751967683434486389e-02	-4.806801676750183105e-03	4.645606577396392822e-01	-1.383779644966125488e+00	-1.498418450355529785e+00	3.644393756985664368e-02	-1.319950446486473083e-02	3.499087989330291748e-01	-9.165326356887817383e-01	-1.555630326271057129e+00
1.900000000000000000e+01	-2.775261737406253815e-02	-4.806819837540388107e-03	4.659182131290435791e-01	-1.384975552558898926e+00	-1.499408483505249023e+00	3.648238256573677063e-02	-1.321979332715272903e-02	3.495706617832183838e-01	-9.165776371955871582e-01	-1.555243134498596191e+00
2.000000000000000000e+01	-2.796510607004165649e-02	-4.827291239053010941e-03	4.672917723655700684e-01	-1.386171460151672363e+00	-1.500398278236389160e+00	3.652082383632659912e-02	-1.322985626757144928e-02	3.492005765438079834e-01	-9.166066050529479980e-01	-1.554855346679687500e+00
2.100000000000000000e+01	-2.817759476602077484e-02	-4.827309399843215942e-03	4.686492979526519775e-01	-1.387351274490356445e+00	-1.501387119293212891e+00	3.656949475407600403e-02	-1.323991827666759491e-02	3.488464355468750000e-01	-9.166516065597534180e-01	-1.554466962814331055e+00
2.200000000000000000e+01	-2.840030752122402191e-02	-4.837554413825273514e-03	4.700068533420562744e-01	-1.388547062873840332e+00	-1.502375602722167969e+00	3.659770637750625610e-02	-1.326020713895559311e-02	3.484763205051422119e-01	-9.166966080665588379e-01	-1.554077625274658203e+00
2.300000000000000000e+01	-2.861279621720314026e-02	-4.858025815337896347e-03	4.713963866233825684e-01	-1.389726877212524414e+00	-1.503363132476806641e+00	3.663615137338638306e-02	-1.327026914805173874e-02	3.481062352657318115e-01	-9.167416691780090332e-01	-1.553687810897827148e+00
2.400000000000000000e+01	-2.882528491318225861e-02	-4.858043976128101349e-03	4.727539420127868652e-01	-1.390906810760498047e+00	-1.504350543022155762e+00	3.669504821300506592e-02	-1.329055801033973694e-02	3.477521240711212158e-01	-9.167866110801696777e-01	-1.553297162055969238e+00
2.500000000000000000e+01	-2.905822545289993286e-02	-4.858062136918306351e-03	4.741274714469909668e-01	-1.392086625099182129e+00	-1.505337357521057129e+00	3.672326356172561646e-02	-1.330062001943588257e-02	3.473820090293884277e-01	-9.168316125869750977e-01	-1.552906155586242676e+00
2.600000000000000000e+01	-2.926048636436462402e-02	-4.868307150900363922e-03	4.754850268363952637e-01	-1.393250465393066406e+00	-1.506323218345642090e+00	3.676170483231544495e-02	-1.333113573491573334e-02	3.470118939876556396e-01	-9.168446660041809082e-01	-1.552514195442199707e+00
2.700000000000000000e+01	-2.947297506034374237e-02	-4.888778552412986755e-03	4.768585562705993652e-01	-1.394398331642150879e+00	-1.507308244705200195e+00	3.680014610290527344e-02	-1.334119774401187897e-02	3.466258347034454346e-01	-9.168896675109863281e-01	-1.552121400833129883e+00
2.800000000000000000e+01	-2.968546375632286072e-02	-4.888796713203191757e-03	4.782161116600036621e-01	-1.395546197891235352e+00	-1.508292675018310547e+00	3.683858737349510193e-02	-1.336148660629987717e-02	3.462876975536346436e-01	-9.169186949729919434e-01	-1.551727890968322754e+00
2.900000000000000000e+01	-2.988772466778755188e-02	-4.888814873993396759e-03	4.795896708965301514e-01	-1.396694183349609375e+00	-1.509276509284973145e+00	3.685658052563667297e-02	-1.337154861539602280e-02	3.459016084671020508e-01	-9.169317483901977539e-01	-1.551333904266357422e+00
3.000000000000000000e+01	-3.010021336376667023e-02	-4.888833034783601761e-03	4.809472262859344482e-01	-1.397842049598693848e+00	-1.510259509086608887e+00	3.688479214906692505e-02	-1.339183747768402100e-02	3.455314934253692627e-01	-9.169607758522033691e-01	-1.550938963890075684e+00
3.100000000000000000e+01	-3.030247427523136139e-02	-4.888851195573806763e-03	4.823207557201385498e-01	-1.398989915847778320e+00	-1.511241793632507324e+00	3.692323714494705200e-02	-1.340190041810274124e-02	3.451454341411590576e-01	-9.170057177543640137e-01	-1.550543427467346191e+00
3.200000000000000000e+01	-3.051496297121047974e-02	-4.899096209555864334e-03	4.836783111095428467e-01	-1.400137782096862793e+00	-1.512222766876220703e+00	3.695145249366760254e-02	-1.342218834906816483e-02	3.447753190994262695e-01	-9.170027971267700195e-01	-1.550147533416748047e+00
3.300000000000000000e+01	-3.071722388267517090e-02	-4.899114370346069336e-03	4.850518405437469482e-01	-1.401253700256347656e+00	-1.513203263282775879e+00	3.697966784238815308e-02	-1.345270406454801559e-02	3.444211781024932861e-01	-9.170477986335754395e-01	-1.549750566482543945e+00
3.400000000000000000e+01	-3.091948479413986206e-02	-4.909359384328126907e-03	4.864253699779510498e-01	-1.402385711669921875e+00	-1.514182448387145996e+00	3.702833503484725952e-02	-1.346276607364416122e-02	3.440351188182830811e-01	-9.170608520507812500e-01	-1.549352884292602539e+00
3.500000000000000000e+01	-3.111151978373527527e-02	-4.909377545118331909e-03	4.877829253673553467e-01	-1.403501629829406738e+00	-1.515160918235778809e+00	3.704632446169853210e-02	-1.348305493593215942e-02	3.436490297317504883e-01	-9.170579314231872559e-01	-1.548954606056213379e+00
